119451,49775,1342151,48,Aluminium Cans
482916,201231,5426044,193,Packaging Steel (steel cans)
486981,202925,5471719,195,Cardboard / paper packaging (including liquid paperboard)
2695,1123,30281,1,Printing & Writing Paper
2478047,1032602,27843336,991,Other (mixed paper)
3240450,1350296,36409696,1296,Garden Organics
147282,61372,1654861,59,Glass Containers
1246554,519439,14006281,499,PET
494675,206131,5558173,198,HDPE (average) (milk bottles)
